brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price,used_price
Nokia,Others,5.18,yes,no,0.3,0,,0.02,1200,86.5,2019,234,39.98,15.2
OnePlus,Android,16.64,yes,yes,,16,128,8,4300,180,2020,110,741.97,276.15
OnePlus,Android,16.64,yes,yes,,16,128,8,4300,180,2020,208,648.14,197.98
OnePlus,Android,16.94,yes,yes,,16,256,12,4085,206,2019,458,801.24,302.9
OnePlus,Android,16.94,yes,yes,,16,128,6,4000,206,2019,294,801.63,290.32
Oppo,Android,16.64,yes,yes,,32,128,8,4000,172,2020,187,470.34,176.07
Oppo,Android,16.33,yes,yes,,32,128,8,4000,183,2020,271,368.8,149.85
Oppo,Android,16.69,yes,yes,,32,128,6,4000,184,2020,100,290.86,153.53
Oppo,Android,16.64,yes,yes,,16,128,8,4000,186,2020,186,519.82,166.77
Oppo,Android,15.29,yes,no,,8,64,3,4230,168,2020,273,119.4,97.35
Oppo,Android,15.34,yes,yes,,32,128,8,4025,180,2020,146,398.77,224.15
Oppo,Android,15.34,yes,yes,8,32,128,8,4025,181,2019,397,440.55,130.11
Oppo,Android,15.37,yes,no,8,8,128,4,4230,180,2019,411,150.79,96.58
Oppo,Android,15.34,yes,no,8,25,128,6,3600,169.5,2019,276,279.38,139.24
Oppo,Android,15.34,yes,no,8,32,128,4,4035,186,2019,205,330.52,140.02
Oppo,Android,16.59,yes,no,8,16,128,6,4020,190,2019,321,258.86,105.29
Oppo,Android,15.39,yes,yes,8,16,256,8,4065,215,2019,392,880.8,199.46
Oppo,Android,15.27,yes,no,8,5,32,2,4000,170,2019,296,100.05,75.34
Oppo,Android,15.29,yes,no,13,8,32,3,4230,168,2018,664,229.81,86.29
Oppo,Android,10.29,yes,no,8,5,8,1,2000,135,2015,1076,149.9,55.96
Others,Android,16.43,yes,yes,8,20,128,6,4000,171,2019,317,900.87,262.49
Realme,Android,15.37,yes,no,,16,64,4,4300,191,2020,289,200.75,110.24
Realme,Android,15.37,yes,no,,16,128,4,5000,199,2020,338,150.53,139.99
Realme,Android,15.37,yes,no,,5,32,3,5000,195,2020,111,100.14,89.87
Realme,Android,15.27,yes,no,,5,32,3,4000,166,2020,167,40.08,18.11
Realme,Android,15.27,yes,no,,5,32,2,4000,166,2019,399,100.62,72.87
Samsung,Android,20.32,yes,no,5,2,16,1.5,4200,313,2015,909,210.23,75.65
Others,Android,15.34,yes,no,2,8,256,8,3130,141,2020,135,670.68,136.41
Others,Android,12.93,yes,no,8,8,64,4,3090,173,2019,523,209.69,65.4
Others,Android,16.59,yes,yes,2,16,128,6,4500,210,2020,234,397.57,151.54
Others,Android,16.59,yes,no,8,24,128,6,3820,192,2019,414,331.04,153.9
Others,Android,17.78,yes,no,2,16,64,4,6000,220,2020,135,122.19,79.75
Others,Android,15.39,yes,no,2,8,32,2,5000,206.5,2020,153,120.44,59.4
Others,Android,15.39,yes,no,2,16,128,6,4000,203,2020,125,219.9,136.93
Others,Android,12.83,yes,no,2,5,16,2,2700,153,2020,123,69.86,37.69
Others,Android,12.7,yes,no,2,5,32,4,4000,234,2020,220,109.88,53.24
Others,Android,12.7,yes,no,13,5,16,2,4000,234,2020,173,80.02,73.24
Others,Android,15.42,yes,no,12,16,128,8,5000,159,2018,413,298.88,176.88
Vivo,Android,16.36,yes,no,,32,128,8,4500,176,2020,343,319.48,156.47
Vivo,Android,16.59,yes,no,,16,64,4,5000,204.1,2020,246,159,121.64
Vivo,Android,16.66,yes,yes,,32,128,8,4315,181.5,2020,145,630.25,259.91
Vivo,Android,16.21,yes,no,,16,128,8,4500,190.2,2020,300,299.7,127.4
Vivo,Android,16.43,yes,no,,8,128,4,5000,197,2020,118,190.5,124.37
Vivo,Android,16.69,yes,yes,,16,128,6,4500,198.1,2020,312,349.83,141.79
Vivo,Android,17.5,yes,yes,,16,256,8,4500,219.5,2020,226,630.99,236.72
Vivo,Android,16.36,yes,no,,32,128,8,4500,176,2020,199,270.21,179.94
Vivo,Android,16.36,yes,yes,13,32,128,8,4350,196.5,2019,279,422.19,197.95
Vivo,Android,16.21,yes,no,13,16,128,8,4500,198.5,2019,212,328.1,117.99
Vivo,Android,16.59,yes,no,13,16,128,8,5000,193,2019,188,229.35,158.27
Vivo,Android,16.21,yes,no,13,32,128,8,4500,186.7,2019,264,330.9,164.8
Vivo,Android,16.13,yes,no,13,8,64,3,5000,191.5,2019,230,132.53,82.91
Vivo,Android,16.21,yes,no,13,16,64,6,4500,198.5,2019,259,259.75,99.65
Vivo,Android,16.13,yes,no,13,8,64,4,5000,190,2019,349,140.04,98.85
Vivo,Android,16.13,yes,no,13,16,128,4,5000,190.5,2019,500,189.77,135.28
Vivo,Android,17.5,yes,yes,13,16,256,8,4500,218.5,2019,288,731.33,139.87
Vivo,Android,17.5,yes,no,13,16,128,8,4500,217.3,2019,391,639.71,196.07
Vivo,Android,16.28,yes,yes,13,12,128,8,4500,217,2019,204,500.68,135.79
Vivo,Android,16.28,yes,no,13,12,128,8,4500,215,2019,293,409.68,171.46
Vivo,Android,15.8,yes,no,8,5,16,2,4030,163.5,2019,456,88.73,52.78
Vivo,Android,16.21,yes,no,13,32,128,6,4500,179,2019,224,280.31,182.52
Vivo,Android,16.21,yes,no,13,12,64,6,4500,198.5,2019,451,250.5,113.94
Vivo,Android,16.59,yes,no,13,16,64,4,5000,204.1,2019,338,201.29,142.04
Vivo,Android,16.23,yes,no,13,16,128,6,3700,185,2019,455,309.89,116.26
Vivo,Android,15.9,yes,no,13,16,64,4,3260,150,2019,431,159.38,100.95
Vivo,Android,16.13,yes,no,13,20,128,4,5000,190.5,2019,334,230.56,116.96
Vivo,Android,16.59,yes,no,13,16,128,6,3940,189.5,2019,415,260.24,166.72
Vivo,Android,15.8,yes,no,13,5,16,2,4030,163.5,2019,266,100.28,80.01
Vivo,Android,10.29,no,no,5,2,4,0.5,1900,130,2013,931,109.93,29.35
Others,Android,12.93,yes,no,8,8,32,3,3400,145,2019,407,181.16,83.22
Others,Android,14.4,yes,no,13,8,16,2,2920,160,2019,233,150.37,92.16
Others,Android,15.21,yes,no,8,5,16,2,4000,185,2019,423,81.9,62.29
Others,Android,15.32,yes,no,8,16,128,6,4000,184,2019,470,251.11,128.76
Others,Android,15.9,yes,no,8,8,64,3,4000,178,2019,280,180.66,76.54
Xiaomi,Android,16.69,yes,yes,,20,128,8,4520,208,2020,318,288.37,128.06
Xiaomi,Android,16.69,yes,yes,,16,64,6,4520,205,2020,301,200.6,145.11
Xiaomi,Android,16.94,yes,yes,,16,128,6,4800,208,2020,319,250.42,167.49
Xiaomi,Android,16.94,yes,yes,,16,128,6,4500,208,2020,184,260.81,152.36
Xiaomi,Android,16.94,yes,no,,32,64,6,5020,209,2020,256,181.04,143.56
Xiaomi,Android,15.8,yes,no,,8,32,2,5000,188,2020,265,89.6,77.02
Xiaomi,Android,15.8,yes,no,,8,32,2,5000,188,2020,321,80.82,30.6
Xiaomi,Android,16.94,yes,no,,16,64,6,4500,208,2020,169,199.44,143.64
Xiaomi,Android,20.12,yes,yes,12,20,512,12,4050,241,2019,478,2498.24,749.52
Xiaomi,Android,16.23,yes,no,12,20,128,8,4000,196,2019,382,498.35,212.85
Xiaomi,Android,16.23,yes,no,12,16,128,8,4000,191,2019,374,449.11,179.88
Xiaomi,Android,15.27,yes,no,12,32,64,4,4030,173.8,2019,396,168.88,120.59
Xiaomi,Android,16.23,yes,no,12,32,64,6,4030,179,2019,406,261.96,132.46
Xiaomi,Android,15.32,yes,no,12,13,32,3,4000,186,2019,338,139.67,108.57
ZTE,Android,16.89,yes,yes,,12,256,8,5100,215,2020,235,598.66,219.39
ZTE,Android,16.89,yes,yes,,12,128,6,5100,210,2020,278,311.11,104.8
ZTE,Android,15.24,yes,no,14.5,8,32,3,4000,160,2019,386,89.41,71.68
ZTE,Android,15.47,yes,no,16,5,32,3,3200,165,2019,325,88.76,82.11
ZTE,Android,15.32,yes,no,14.5,16,64,3,3200,165,2019,347,160.88,89.9
ZTE,Android,16.48,yes,no,14.5,8,128,4,5000,190,2019,343,130.62,96.85
ZTE,Android,16.89,yes,no,48,16,128,8,5000,215,2019,336,819.57,289.47
ZTE,Android,16.31,yes,no,14.5,8,128,6,4000,186,2019,330,551.41,189.41
ZTE,Android,13.84,yes,no,13,8,16,2,2600,157,2019,474,80.13,73.51
ZTE,Android,12.7,yes,no,8,5,16,1,2000,144,2019,349,61.62,44.88
ZTE,Android,12.7,no,no,8,5,16,1,2000,144,2019,385,60.5,50.98
ZTE,Android,16.89,yes,no,48,16,64,6,5000,215,2019,506,501.56,193.2
ZTE,Android,16.43,yes,no,14.5,20,128,6,4000,175,2019,333,470.11,152.89
ZTE,Android,13.84,yes,no,13,8,16,2,3200,135,2018,595,148.78,85.64
ZTE,Android,15.27,yes,no,16,5,32,2,3200,146,2019,420,82.45,76.65
Honor,Android,14.5,yes,no,13,5,64,3,3020,146,2020,138,109.45,87.04
Honor,Android,17.3,yes,yes,13,16,128,8,4300,213,2020,268,249.8,156.32
Honor,Android,16.69,yes,yes,13,8,128,8,4200,213,2020,195,359.3,151.11
Honor,Android,25.5,yes,yes,13,8,64,6,7250,480,2020,272,279.8,134.74
Honor,Android,15.32,yes,no,13,8,64,3,5000,185,2020,346,140.24,88.04
Honor,Android,16.23,yes,no,13,8,64,4,4000,176,2020,362,160.2,87.06
Honor,Android,13.84,yes,no,8,5,32,2,3020,144,2020,355,90.66,52.54
Honor,Android,15.77,yes,no,13,8,64,4,3400,164,2020,202,181.79,118.64
Honor,Android,15.32,yes,no,13,16,128,6,4000,165,2020,310,199.88,121.97
Honor,Android,16.23,yes,no,13,8,128,6,4000,176,2020,141,158.77,125.43
Honor,Android,15.47,yes,no,13,8,64,3,3020,150,2020,228,108.82,87.9
Honor,Android,15.32,yes,no,13,8,64,4,5000,185,2020,213,119.33,100.47
Honor,Android,16.69,yes,yes,13,16,128,8,4100,206,2019,504,498.33,176.36
Honor,Android,15.32,yes,no,13,16,64,4,4000,171.5,2019,371,219.5,121.17
Honor,Android,14.5,yes,no,13,5,32,2,3020,146,2019,201,89.69,68.04
Honor,Android,16.23,yes,no,13,8,64,4,4000,176,2019,354,130,82.76
Honor,Android,15.9,yes,no,13,32,128,6,3750,172,2019,311,248.6,177.72
Honor,Android,16.74,yes,no,13,16,64,4,4000,206,2019,524,179.14,107.7
Honor,Android,14.5,yes,no,13,5,32,2,3020,146,2019,388,120.67,57.73
Honor,Android,25.43,yes,no,5,2,32,3,5100,173,2019,234,250.62,93.69
Honor,Android,20.32,yes,no,8,8,32,3,5100,173,2019,251,199.56,73.3
Others,Android,20.32,no,no,8,0.3,16,1,5680,453.6,2013,1048,241.81,134.27
HTC,Android,15.29,yes,no,13,16,32,3,3850,170,2019,194,178.69,125.09
HTC,Android,12.88,yes,no,13,13,64,4,3075,150,2019,385,219.66,129.06
HTC,Android,15.29,yes,no,13,8,32,3,3300,160,2019,323,149.77,80.48
HTC,Android,15.24,yes,no,13,14.5,128,6,3930,180,2019,489,417.21,102.92
HTC,Android,15.29,yes,no,13,16,64,4,3850,170,2019,392,281.94,154.71
Huawei,Android,15.37,yes,yes,10.5,16,128,6,4000,192,2020,204,250.37,129.73
Huawei,Android,15.37,yes,yes,10.5,16,64,6,4000,182,2020,328,218.96,144.27
Huawei,Android,15.32,yes,no,10.5,16,128,4,4000,163,2020,134,262.05,157.43
Huawei,Android,15.32,yes,no,10.5,16,128,4,4000,163,2020,127,240.59,145.61
Huawei,Android,20.32,yes,no,5,2,16,2,5100,310,2020,240,100.43,67.91
Huawei,Android,15.37,yes,yes,10.5,16,128,8,4000,189,2020,102,319.39,136.55
Huawei,Android,25.5,yes,no,8,8,64,4,7250,450,2020,305,250.11,163.61
Huawei,Android,16.71,yes,yes,10.5,16,256,8,4200,226,2020,215,1398.47,243.18
Huawei,Android,16.23,yes,no,10.5,8,64,4,4000,176,2020,133,160.8,78.7
Huawei,Android,25.6,yes,yes,13,8,128,6,7250,460,2020,181,549.63,212.72
Huawei,Android,16.23,yes,no,10.5,8,64,4,4000,176,2020,202,140.13,104.69
Huawei,Android,16.74,yes,no,13,16,128,6,4000,206,2019,433,291.2,159.39
Huawei,Android,15.34,yes,no,13,16,128,8,4200,183,2019,505,280.28,147.72
Huawei,Android,25.6,yes,no,13,8,128,6,7250,460,2019,406,450.26,145.31
Huawei,Android,15.9,yes,no,13,32,64,6,4000,178,2019,351,200.28,154.03
Huawei,Android,15.32,yes,no,13,16,64,6,4000,163,2019,364,199.27,141.04
Huawei,Android,16.23,yes,no,13,8,64,4,4000,176,2019,253,150.84,81.7
Huawei,Android,16.59,yes,yes,13,16,512,12,4500,198,2019,488,1701.54,401.8
Huawei,Android,16.81,yes,yes,13,16,128,6,4200,196,2019,269,650.76,252.17
Huawei,Android,16.81,yes,no,13,16,128,6,4200,196,2019,207,550.88,209.63
Huawei,Android,15.9,yes,no,13,32,128,6,4000,178,2019,223,289.12,183.97
Huawei,Android,16.74,yes,no,13,16,128,4,4000,163.5,2019,181,189.13,133.54
Huawei,Android,25.6,yes,no,13,8,64,4,7500,498,2019,518,298.56,152.26
Huawei,Android,20.42,yes,no,13,8,128,6,6100,340,2019,307,351.23,140.22
Huawei,Android,20.42,yes,no,13,8,64,4,6100,320,2019,274,259.75,150.98
Huawei,Android,16.23,yes,no,13,32,128,8,3500,171,2019,520,391.4,215.49
Huawei,Android,16.23,yes,no,13,32,128,8,3500,171,2019,210,359.22,214.09
Huawei,Android,15.34,yes,no,13,24,128,6,4000,178,2019,539,259.56,177.72
Huawei,Android,15.34,yes,no,13,16,64,4,4000,178,2019,244,280.1,126.13
Huawei,Android,16.74,yes,no,13,16,64,4,4000,196.8,2019,330,280.92,129.24
Huawei,Android,10.16,no,no,5,2,16,4,1700,136.1,2014,610,110.06,52.41
Huawei,Android,17.78,no,no,3.15,0.3,8,1,4100,350,2013,835,150.21,76.34
Infinix,Android,17.32,yes,no,,8,32,2,6000,209,2020,320,100.02,81.87
Infinix,Android,15.39,yes,no,,8,64,4,5000,185,2020,173,110.18,89.65
Infinix,Android,15.39,yes,no,,8,32,2,5000,185,2020,329,88.88,79.1
Infinix,Android,15.39,yes,no,,16,32,3,4000,178,2019,356,100.08,82.93
Infinix,Android,15.29,yes,no,,16,32,2,4000,165,2019,497,129.81,83.37
Lava,Android,14.5,yes,no,,5,32,2,3200,150,2020,359,79.94,50.31
Lava,Android,12.7,no,no,5,0.3,8,0.5,3000,147.6,2016,704,60.49,33.42
Lenovo,Android,25.43,yes,no,8,5,32,3,7000,520,2020,212,179.32,108.14
Lenovo,Android,25.43,no,no,8,5,64,4,7000,580,2019,429,319.92,156.61
Lenovo,Android,15.47,yes,no,8,5,16,2,4000,172,2019,531,99.7,63.13
Lenovo,Android,20.32,yes,no,13,5,16,2,5100,305,2019,233,160.42,91.4
Lenovo,Android,20.32,yes,no,5,2,16,2,5000,305,2019,349,140.78,80.67
Lenovo,Android,17.78,yes,no,2,2,32,1,3590,236,2019,524,99.04,44.99
Lenovo,Android,16.23,yes,no,8,16,64,6,4000,159,2019,426,250.59,85.39
Lenovo,Android,16.23,yes,yes,8,32,128,6,4000,185,2019,401,402.07,210.18
Lenovo,Android,15.32,yes,no,8,16,64,4,4050,164,2019,424,158.53,93.79
Lenovo,Android,25.43,yes,no,8,8,16,2,8400,655,2016,902,179.17,129.93
LG,Android,16.59,yes,no,5,16,64,4,4000,196.5,2020,195,269.12,114.43
LG,Android,15.44,yes,no,5,13,64,3,4000,219,2020,126,199.72,112.23
LG,Others,5.28,yes,no,2,13,8,1,1470,127,2020,202,151.62,42.88
LG,Android,15.44,yes,yes,5,10,128,8,5000,218,2020,234,870.01,224.09
LG,Android,15.44,yes,yes,5,10,128,8,5000,213,2020,248,699.31,102.92
LG,Android,15.37,yes,no,5,13,32,3,4000,196.5,2020,205,240.62,68.91
LG,Android,14.5,yes,no,8,8,32,3,3450,170,2020,196,129.4,75.17
LG,Android,25.43,yes,no,8,5,32,4,8200,498,2019,392,341.12,151.71
LG,Android,15.34,yes,yes,8,32,256,8,4000,192,2019,471,1100.31,326.72
LG,Android,15.34,yes,no,8,16,64,4,4000,198,2019,517,321.39,141.99
LG,Android,13.84,yes,no,8,5,16,2,3000,148,2019,438,139.34,78.87
LG,Android,13.84,yes,no,8,5,16,1,3000,152,2019,393,103.03,57.04
LG,Android,15.27,yes,no,8,13,32,2,3500,186,2019,273,160.82,81.15
LG,Android,15.37,yes,no,8,13,32,3,4000,194,2019,344,200.65,110.83
LG,Android,15.8,yes,no,8,16,64,4,4050,172,2019,289,189.95,93.83
LG,Android,15.9,yes,no,8,16,32,3,4000,175,2019,482,129.27,88.82
LG,Android,15.72,yes,no,8,8,32,3,4000,164,2019,516,109.13,60.7
LG,Android,15.29,yes,no,13,5,32,3,3500,179,2019,463,199.86,64.76
LG,Android,15.29,yes,no,16,5,64,4,3300,172,2018,693,299.2,146.85
LG,Android,12.83,yes,no,13,5,16,2,4500,171,2018,393,180.28,93.65
LG,Android,7.62,no,no,2,1.3,4,0.5,1540,140.45,2014,965,50.96,22.9
Meizu,Android,15.39,yes,yes,,20,128,8,4500,199,2020,318,529.29,173.05
Meizu,Android,15.37,yes,no,,16,128,6,4500,183,2019,348,251.19,115.5
Meizu,Android,15.37,yes,no,,8,32,2,4000,184,2019,198,179.76,75.14
Meizu,Android,15.29,yes,no,,20,128,6,3600,166,2019,405,341.16,130.96
